mean_score,total_steps,std_score,max_score,min_score
15.0,600,0.0,15.0,15.0
14.994,1200,0.0,14.994,14.994
2.9976,1800,0.0,2.9976,2.9976
20.974800000000002,2400,0.0,20.974800000000002,20.974800000000002
2.9951999999999996,3000,0.0,2.9951999999999996,2.9951999999999996
16.966,3600,0.0,16.966,16.966
2.9928,4200,0.0,2.9928,2.9928
16.952399999999997,4800,0.0,16.952399999999997,16.952399999999997
2.9904,5400,0.0,2.9904,2.9904
8.9676,6000,0.0,8.9676,8.9676
5.976,6600,0.0,5.976,5.976
8.9604,7200,0.0,8.9604,8.9604
11.9424,7800,0.0,11.9424,11.9424
16.9116,8400,0.0,16.9116,16.9116
8.9496,9000,0.0,8.9496,8.9496
5.964,9600,0.0,5.964,5.964
11.923200000000001,10200,0.0,11.923200000000001,11.923200000000001
11.9184,10800,0.0,11.9184,11.9184
69.7768,11400,0.0,69.7768,69.7768
22.8252,12000,0.0,22.8252,22.8252
14.879999999999999,12600,0.0,14.879999999999999,14.879999999999999
14.874,13200,0.0,14.874,14.874
36.6744,13800,0.0,36.6744,36.6744
5.9448,14400,0.0,5.9448,5.9448
151.7504,15000,0.0,151.7504,151.7504
11.879999999999999,15600,0.0,11.879999999999999,11.879999999999999
5.9376,16200,0.0,5.9376,5.9376
10.8812,16800,0.0,10.8812,10.8812
10.8768,17400,0.0,10.8768,10.8768
28.6636,18000,0.0,28.6636,28.6636
22.723999999999997,18600,0.0,22.723999999999997,22.723999999999997
11.8512,19200,0.0,11.8512,11.8512
21.7184,19800,0.0,21.7184,21.7184
11.8416,20400,0.0,11.8416,11.8416
7.8912,21000,0.0,7.8912,7.8912
11.832,21600,0.0,11.832,11.832
5.913600000000001,22200,0.0,5.913600000000001,5.913600000000001
22.6596,22800,0.0,22.6596,22.6596
19.696,23400,0.0,19.696,19.696
24.61,24000,0.0,24.61,24.61
8.856,24600,0.0,8.856,8.856
8.8524,25200,0.0,8.8524,8.8524
10.815199999999999,25800,0.0,10.815199999999999,10.815199999999999
8.8452,26400,0.0,8.8452,8.8452
14.736,27000,0.0,14.736,14.736
11.783999999999999,27600,0.0,11.783999999999999,11.783999999999999
11.7792,28200,0.0,11.7792,11.7792
2.9436,28800,0.0,2.9436,2.9436
8.827200000000001,29400,0.0,8.827200000000001,8.827200000000001
10.784400000000002,30000,0.0,10.784400000000002,10.784400000000002
28.420000000000005,30600,0.0,28.420000000000005,28.420000000000005
11.7552,31200,0.0,11.7552,11.7552
25.4592,31800,0.0,25.4592,25.4592
5.8728,32400,0.0,5.8728,5.8728
5.8704,33000,0.0,5.8704,5.8704
28.362000000000005,33600,0.0,28.362000000000005,28.362000000000005
20.529600000000002,34200,0.0,20.529600000000002,20.529600000000002
14.658,34800,0.0,14.658,14.658
30.2808,35400,0.0,30.2808,30.2808
16.598800000000004,36000,0.0,16.598800000000004,16.598800000000004
19.52,36600,0.0,19.52,19.52
22.4388,37200,0.0,22.4388,22.4388
14.627999999999998,37800,0.0,14.627999999999998,14.627999999999998
22.420399999999997,38400,0.0,22.420399999999997,22.420399999999997
16.5648,39000,0.0,16.5648,16.5648
33.116,39600,0.0,33.116,33.116
8.7624,40200,0.0,8.7624,8.7624
14.597999999999999,40800,0.0,14.597999999999999,14.597999999999999
5.8368,41400,0.0,5.8368,5.8368
83.73039999999999,42000,0.0,83.73039999999999,83.73039999999999
25.272000000000002,42600,0.0,25.272000000000002,25.272000000000002
28.1764,43200,0.0,28.1764,28.1764
11.654399999999999,43800,0.0,11.654399999999999,11.654399999999999
77.83200000000001,44400,0.0,77.83200000000001,77.83200000000001
77.81599999999999,45000,0.0,77.81599999999999,77.81599999999999
13.58,45600,0.0,13.58,13.58
22.3008,46200,0.0,22.3008,22.3008
16.4764,46800,0.0,16.4764,16.4764
22.282400000000006,47400,0.0,22.282400000000006,22.282400000000006
14.526000000000002,48000,0.0,14.526000000000002,14.526000000000002
17.424,48600,0.0,17.424,17.424
8.708400000000001,49200,0.0,8.708400000000001,8.708400000000001
16.442399999999996,49800,0.0,16.442399999999996,16.442399999999996
11.6016,50400,0.0,11.6016,11.6016
34.7904,51000,0.0,34.7904,34.7904
5.795999999999999,51600,0.0,5.795999999999999,5.795999999999999
14.483999999999998,52200,0.0,14.483999999999998,14.483999999999998
17.3736,52800,0.0,17.3736,17.3736
22.190400000000004,53400,0.0,22.190400000000004,22.190400000000004
79.50480000000002,54000,0.0,79.50480000000002,79.50480000000002
24.099999999999998,54600,0.0,24.099999999999998,24.099999999999998
27.944399999999995,55200,0.0,27.944399999999995,27.944399999999995
13.484800000000002,55800,0.0,13.484800000000002,13.484800000000002
8.665199999999999,56400,0.0,8.665199999999999,8.665199999999999
11.5488,57000,0.0,11.5488,11.5488
25.973999999999997,57600,0.0,25.973999999999997,25.973999999999997
73.6176,58200,0.0,73.6176,73.6176
22.107600000000005,58800,0.0,22.107600000000005,22.107600000000005
8.6472,59400,0.0,8.6472,8.6472
5.7624,60000,0.0,5.7624,5.7624
8.64,60600,0.0,8.64,8.64
32.6264,61200,0.0,32.6264,32.6264
11.5104,61800,0.0,11.5104,11.5104
29.7228,62400,0.0,29.7228,29.7228
27.793599999999998,63000,0.0,27.793599999999998,27.793599999999998
63.907999999999994,63600,0.0,63.907999999999994,63.907999999999994
13.4064,64200,0.0,13.4064,13.4064
23.930000000000003,64800,0.0,23.930000000000003,23.930000000000003
10.524799999999999,65400,0.0,10.524799999999999,10.524799999999999
16.2588,66000,0.0,16.2588,16.2588
19.119999999999997,66600,0.0,19.119999999999997,19.119999999999997
19.112000000000002,67200,0.0,19.112000000000002,19.112000000000002
19.104000000000003,67800,0.0,19.104000000000003,19.104000000000003
93.42360000000002,68400,0.0,93.42360000000002,93.42360000000002
82.90240000000003,69000,0.0,82.90240000000003,82.90240000000003
5.724,69600,0.0,5.724,5.724
23.840000000000003,70200,0.0,23.840000000000003,23.840000000000003
51.4728,70800,0.0,51.4728,51.4728
24.7728,71400,0.0,24.7728,24.7728
27.6196,72000,0.0,27.6196,27.6196
30.464000000000006,72600,0.0,30.464000000000006,30.464000000000006
129.38639999999998,73200,0.0,129.38639999999998,129.38639999999998
29.4872,73800,0.0,29.4872,29.4872
35.1796,74400,0.0,35.1796,35.1796
19.008,75000,0.0,19.008,19.008
32.300000000000004,75600,0.0,32.300000000000004,32.300000000000004
26.588800000000003,76200,0.0,26.588800000000003,26.588800000000003
30.3744,76800,0.0,30.3744,30.3744
35.1056,77400,0.0,35.1056,35.1056
16.1228,78000,0.0,16.1228,16.1228
8.532,78600,0.0,8.532,8.532
11.3712,79200,0.0,11.3712,11.3712
48.30720000000001,79800,0.0,48.30720000000001,48.30720000000001
24.616799999999998,80400,0.0,24.616799999999998,24.616799999999998
24.606399999999994,81000,0.0,24.606399999999994,24.606399999999994
34.056000000000004,81600,0.0,34.056000000000004,34.056000000000004
29.3136,82200,0.0,29.3136,29.3136
37.808,82800,0.0,37.808,37.808
76.792,83400,0.0,76.792,76.792
34.942800000000005,84000,0.0,34.942800000000005,34.942800000000005
53.80800000000001,84600,0.0,53.80800000000001,53.80800000000001
26.4208,85200,0.0,26.4208,26.4208
40.5576,85800,0.0,40.5576,40.5576
16.970399999999998,86400,0.0,16.970399999999998,16.970399999999998
16.9632,87000,0.0,16.9632,16.9632
34.854,87600,0.0,34.854,34.854
189.50320000000005,88200,0.0,189.50320000000005,189.50320000000005
18.823999999999998,88800,0.0,18.823999999999998,18.823999999999998
29.1648,89400,0.0,29.1648,29.1648
27.271600000000003,90000,0.0,27.271600000000003,27.271600000000003
27.259999999999998,90600,0.0,27.259999999999998,27.259999999999998
42.28200000000001,91200,0.0,42.28200000000001,42.28200000000001
23.479999999999997,91800,0.0,23.479999999999997,23.479999999999997
24.4088,92400,0.0,24.4088,24.4088
56.30399999999999,93000,0.0,56.30399999999999,56.30399999999999
31.891999999999996,93600,0.0,31.891999999999996,31.891999999999996
18.752,94200,0.0,18.752,18.752
33.7392,94800,0.0,33.7392,33.7392
88.6504,95400,0.0,88.6504,88.6504
39.3288,96000,0.0,39.3288,39.3288
49.608,96600,0.0,49.608,49.608
24.325599999999998,97200,0.0,24.325599999999998,24.325599999999998
78.27839999999999,97800,0.0,78.27839999999999,78.27839999999999
76.392,98400,0.0,76.392,76.392
21.4912,99000,0.0,21.4912,21.4912
28.954,99600,0.0,28.954,28.954
8.4024,100200,0.0,8.4024,8.4024
31.7288,100800,0.0,31.7288,31.7288
47.57280000000001,101400,0.0,47.57280000000001,47.57280000000001
34.4988,102000,0.0,34.4988,34.4988
26.096,102600,0.0,26.096,26.096
34.469199999999994,103200,0.0,34.469199999999994,34.469199999999994
137.5968,103800,0.0,137.5968,137.5968
70.74080000000001,104400,0.0,70.74080000000001,70.74080000000001
37.21600000000001,105000,0.0,37.21600000000001,37.21600000000001
33.48,105600,0.0,33.48,33.48
15.8032,106200,0.0,15.8032,15.8032
24.159200000000006,106800,0.0,24.159200000000006,24.159200000000006
34.3656,107400,0.0,34.3656,34.3656
16.7112,108000,0.0,16.7112,16.7112
24.128,108600,0.0,24.128,24.128
34.321200000000005,109200,0.0,34.321200000000005,34.321200000000005
104.83119999999997,109800,0.0,104.83119999999997,104.83119999999997
13.902,110400,0.0,13.902,13.902
37.056,111000,0.0,37.056,37.056
101.96800000000002,111600,0.0,101.96800000000002,101.96800000000002
41.65200000000001,112200,0.0,41.65200000000001,41.65200000000001
25.905600000000003,112800,0.0,25.905600000000003,25.905600000000003
36.0672,113400,0.0,36.0672,36.0672
36.976,114000,0.0,36.976,36.976
62.1,114600,0.0,62.1,62.1
24.013600000000004,115200,0.0,24.013600000000004,24.013600000000004
31.3888,115800,0.0,31.3888,31.3888
80.52600000000001,116400,0.0,80.52600000000001,80.52600000000001
18.448,117000,0.0,18.448,18.448
75.88000000000002,117600,0.0,75.88000000000002,75.88000000000002
15.667200000000001,118200,0.0,15.667200000000001,15.667200000000001
38.690400000000004,118800,0.0,38.690400000000004,38.690400000000004
101.61439999999999,119400,0.0,101.61439999999999,101.61439999999999
25.7712,120000,0.0,25.7712,25.7712
140.56,120600,0.0,140.56,140.56
90.49759999999999,121200,0.0,90.49759999999999,90.49759999999999
41.364000000000004,121800,0.0,41.364000000000004,41.364000000000004
62.4784,122400,0.0,62.4784,62.4784
22.959999999999997,123000,0.0,22.959999999999997,22.959999999999997
25.704,123600,0.0,25.704,25.704
67.44559999999998,124200,0.0,67.44559999999998,67.44559999999998
28.4332,124800,0.0,28.4332,28.4332
